state_po,abs_error,error,squared_error,battleground
AK,0.012260948140194572,-0.012260948140194572,0.00015033084929654073,False
AL,0.027626078717794766,-0.027626078717794766,0.0007632002253217929,False
AR,0.040866789068780995,-0.040866789068780995,0.0016700944487922378,False
CA,0.008131948284521795,0.008131948284521795,6.612858290213696e-05,False
CT,0.010656586448940408,-0.010656586448940408,0.00011356283474374034,False
DC,0.23416370889581606,0.23416370889581606,0.054832642563844486,False
DE,0.012980977898009782,-0.012980977898009782,0.00016850578718861846,False
HI,0.06023004890535011,0.06023004890535011,0.0036276587911408657,False
IA,0.02335899516038037,-0.02335899516038037,0.0005456426549026735,False
ID,0.0793376282025503,-0.0793376282025503,0.006294459248806106,False
IL,0.0209632405385074,-0.0209632405385074,0.00043945745387532,False
IN,0.025621440233079606,-0.025621440233079606,0.0006564581996172704,False
KS,0.047112178170176544,-0.047112178170176544,0.0022195573319384594,False
KY,0.032363878012413194,-0.032363878012413194,0.0010474206000023621,False
LA,0.02243833138706003,-0.02243833138706003,0.0005034787154355232,False
MA,0.028166205601636518,-0.028166205601636518,0.0007933351379936604,False
MD,0.010286903913642842,0.010286903913642842,0.00010582039212852042,False
MO,0.041728130297735255,-0.041728130297735255,0.001741236858144771,False
MS,0.01825668871134628,-0.01825668871134628,0.0003333066827029987,False
MT,0.047338817257305654,-0.047338817257305654,0.0022409636193205795,False
ND,0.08210486321423521,-0.08210486321423521,0.006741208563428275,False
NE,0.07972222419117303,-0.07972222419117303,0.006355633029987654,False
NJ,0.021866913537862298,-0.021866913537862298,0.00047816190767234544,False
NY,0.07483444385999516,-0.07483444385999516,0.005600193987834767,False
OK,0.056274874043726664,-0.056274874043726664,0.003166861448637301,False
OR,0.006084886175959703,-0.006084886175959703,3.702583977438549e-05,False
RI,0.05376564466703648,0.05376564466703648,0.0028907445464620286,False
SC,0.0324619079728497,-0.0324619079728497,0.001053775469237763,False
SD,0.06379025607544508,-0.06379025607544508,0.004069196770170858,False
TN,0.03238963381938936,-0.03238963381938936,0.0010490883789541312,False
TX,0.025084018395414076,-0.025084018395414076,0.0006292079788614718,False
UT,0.04173126472591254,-0.04173126472591254,0.0017414984556241924,False
VT,0.05828504959260783,0.05828504959260783,0.003397147006012754,False
WA,0.01769859037807131,-0.01769859037807131,0.00031324010137075836,False
WV,0.08681094538065831,-0.08681094538065831,0.007536140237883641,False
WY,0.09323264511097373,-0.09323264511097373,0.008692326114388775,False
AZ,0.014123174014731288,-0.014123174014731288,0.00019946404425038108,True
CO,0.006107132635095436,0.006107132635095436,3.7297069022647724e-05,True
FL,0.03008595011368609,-0.03008595011368609,0.0009051643942432079,True
GA,0.003473852705043301,-0.003473852705043301,1.206765261633666e-05,True
ME,0.04037590470527841,-0.04037590470527841,0.0016302136807697233,True
MI,0.02029333527846444,-0.02029333527846444,0.00041181945672416945,True
MN,0.017761535177802656,-0.017761535177802656,0.00031547213187232124,True
NC,0.012675733069520134,-0.012675733069520134,0.00016067420884972633,True
NH,0.0334116192026962,-0.0334116192026962,0.0011163362977459773,True
NM,0.013906007815119192,0.013906007815119192,0.00019337705335415606,True
NV,0.006631133225163066,0.006631133225163066,4.397192784986153e-05,True
OH,0.026818573830742543,-0.026818573830742543,0.0007192359023149887,True
PA,0.02133669162926266,-0.02133669162926266,0.0004552544096822473,True
VA,0.026114463007857802,-0.026114463007857802,0.0006819651781887736,True
WI,0.03349924296495188,-0.03349924296495188,0.0011221992792248782,True
