state_po,abs_error,error,squared_error,battleground
AK,0.004045890919813833,-0.004045890919813833,1.636923333503202e-05,False
AL,0.031579986811586025,-0.031579986811586025,0.0009972955670199473,False
AR,0.0282092554634622,-0.0282092554634622,0.000795762093802872,False
CA,0.016077332882373896,0.016077332882373896,0.0002584806326106609,False
CT,0.013841649383739774,-0.013841649383739774,0.00019159125766238366,False
DC,0.16862748885153378,0.16862748885153378,0.02843522999637415,False
DE,0.03643973401177614,-0.03643973401177614,0.0013278542148489946,False
HI,0.04469821848940947,0.04469821848940947,0.0019979307361269864,False
IA,0.025226194934107993,-0.025226194934107993,0.0006363609108536157,False
ID,0.06901697133853196,-0.06901697133853196,0.0047633423327437426,False
IL,0.0025283278786711882,0.0025283278786711882,6.39244186206595e-06,False
IN,0.02681446067866211,-0.02681446067866211,0.0007190153014875165,False
KS,0.0460410335309549,-0.0460410335309549,0.0021197767685985133,False
KY,0.03297942868841519,-0.03297942868841519,0.001087642716614263,False
LA,0.03284140215649817,-0.03284140215649817,0.0010785576956048426,False
MA,0.02053869739297909,-0.02053869739297909,0.000421838090600366,False
MD,0.0192373727022791,0.0192373727022791,0.000370076508486393,False
MO,0.045935310599113155,-0.045935310599113155,0.0021100527598369974,False
MS,0.01101242937229674,-0.01101242937229674,0.00012127360067982396,False
MT,0.04599634308314404,-0.04599634308314404,0.0021156635770222926,False
ND,0.05080242812767832,-0.05080242812767832,0.002580886703667922,False
NE,0.07803447829920607,-0.07803447829920607,0.006089379803429263,False
NJ,0.01953940244530672,-0.01953940244530672,0.0003817882479196582,False
NY,0.06197682771272117,-0.06197682771272117,0.003841127173332323,False
OK,0.05469321927742121,-0.05469321927742121,0.002991348234928079,False
OR,0.002711269248912851,0.002711269248912851,7.350980940100455e-06,False
RI,0.0374270247595041,0.0374270247595041,0.0014007821823485331,False
SC,0.032513581450495266,-0.032513581450495266,0.0010571329787379899,False
SD,0.044224695402096725,-0.044224695402096725,0.001955823683408235,False
TN,0.0390316524920743,-0.0390316524920743,0.0015234698962620498,False
TX,0.026584200028484828,-0.026584200028484828,0.0007067196911544928,False
UT,0.040116851435875234,-0.040116851435875234,0.0016093617691280847,False
VT,0.02006148518356199,0.02006148518356199,0.00040246318777027723,False
WA,0.012207335147886633,-0.012207335147886633,0.00014901903141282836,False
WV,0.06300451108958655,-0.06300451108958655,0.003969568417637834,False
WY,0.046947220462682904,-0.046947220462682904,0.0022040415091717524,False
AZ,0.016319889137189958,-0.016319889137189958,0.00026633878145017076,True
CO,0.009910689679002549,0.009910689679002549,9.822176991348765e-05,True
FL,0.030766150860270236,-0.030766150860270236,0.000946556038756907,True
GA,0.004578524282154439,-0.004578524282154439,2.0962884602277822e-05,True
ME,0.042959505691004596,-0.042959505691004596,0.0018455191292154562,True
MI,0.021436966387091805,-0.021436966387091805,0.00045954352788130386,True
MN,0.019061522706921297,-0.019061522706921297,0.0003633416479064762,True
NC,0.014270486590467646,-0.014270486590467646,0.0002036467875287169,True
NH,0.04130890187034375,-0.04130890187034375,0.0017064253737336893,True
NM,0.015041160305761636,0.015041160305761636,0.00022623650334361946,True
NV,0.00559077078533321,0.00559077078533321,3.125671797413532e-05,True
OH,0.029215210755785925,-0.029215210755785925,0.0008535285395049896,True
PA,0.022181234716475595,-0.022181234716475595,0.0004920071735473822,True
VA,0.019970514858511312,-0.019970514858511312,0.0003988214637140211,True
WI,0.03332549791460748,-0.03332549791460748,0.0011105888112565077,True
